Host: ubuntu19  Current process id: 14488
./linkern -s 43 -S linkern.tour -R 1000000000 -t 10000 ./cities1k.tsp
Chained Lin-Kernighan with seed 43
Problem Name: traveling-santa-2018-prime-paths
traveling-santa-2018-prime-paths
Problem Type: TSP
Number of Nodes: 197769
Rounded Euclidean Norm (CC_EUCLIDEAN)
Time to build kdtree: 0.07
..................................................................................................................................................................................................... 908246 edges
Time to find quad 2-nearest: 1.53
Grow a Quick-Boruvka tour 
...................
Length of Quick-Boruvka Tour: 1664310972.00
Time to grow tour: 0.21
linkern ...
Starting Cycle: 1664310972
   0 Steps   Best: 1515104241   7.58 seconds
1012 Steps   Best: 1512762687   11.33 seconds
1014 Steps   Best: 1512755937   11.35 seconds
1015 Steps   Best: 1512749400   11.35 seconds
1017 Steps   Best: 1512748017   11.36 seconds
1018 Steps   Best: 1512747664   11.36 seconds
1019 Steps   Best: 1512739191   11.37 seconds
1020 Steps   Best: 1512738554   11.37 seconds
1022 Steps   Best: 1512732806   11.37 seconds
1023 Steps   Best: 1512723491   11.37 seconds
1025 Steps   Best: 1512717813   11.38 seconds
1026 Steps   Best: 1512716057   11.38 seconds
1027 Steps   Best: 1512715474   11.38 seconds
1028 Steps   Best: 1512713032   11.39 seconds
1029 Steps   Best: 1512702887   11.39 seconds
1030 Steps   Best: 1512702079   11.40 seconds
1031 Steps   Best: 1512699376   11.40 seconds
1032 Steps   Best: 1512698862   11.40 seconds
1033 Steps   Best: 1512695505   11.40 seconds
1034 Steps   Best: 1512691889   11.41 seconds
1037 Steps   Best: 1512688617   11.42 seconds
1038 Steps   Best: 1512687966   11.42 seconds
1047 Steps   Best: 1512679394   11.46 seconds
1049 Steps   Best: 1512672322   11.47 seconds
1052 Steps   Best: 1512669387   11.48 seconds
1054 Steps   Best: 1512661875   11.49 seconds
1056 Steps   Best: 1512660460   11.49 seconds
1057 Steps   Best: 1512658732   11.50 seconds
1059 Steps   Best: 1512657757   11.50 seconds
1062 Steps   Best: 1512657574   11.51 seconds
1063 Steps   Best: 1512653875   11.52 seconds
1064 Steps   Best: 1512650577   11.52 seconds
1065 Steps   Best: 1512650393   11.53 seconds
1066 Steps   Best: 1512650387   11.53 seconds
1068 Steps   Best: 1512650281   11.54 seconds
1070 Steps   Best: 1512649451   11.54 seconds
1072 Steps   Best: 1512646235   11.55 seconds
1073 Steps   Best: 1512635664   11.55 seconds
1075 Steps   Best: 1512634600   11.56 seconds
1076 Steps   Best: 1512632760   11.56 seconds
1078 Steps   Best: 1512621636   11.57 seconds
1080 Steps   Best: 1512620181   11.58 seconds
1081 Steps   Best: 1512619912   11.58 seconds
1082 Steps   Best: 1512618529   11.58 seconds
1083 Steps   Best: 1512615484   11.58 seconds
1089 Steps   Best: 1512613753   11.60 seconds
1090 Steps   Best: 1512612625   11.61 seconds
1091 Steps   Best: 1512605202   11.62 seconds
1093 Steps   Best: 1512600545   11.63 seconds
1094 Steps   Best: 1512600313   11.63 seconds
1095 Steps   Best: 1512594394   11.63 seconds
1098 Steps   Best: 1512589637   11.64 seconds
1100 Steps   Best: 1512588719   11.65 seconds
1103 Steps   Best: 1512585624   11.65 seconds
1104 Steps   Best: 1512579214   11.66 seconds
1105 Steps   Best: 1512578473   11.66 seconds
1108 Steps   Best: 1512577897   11.67 seconds
1112 Steps   Best: 1512577128   11.68 seconds
1114 Steps   Best: 1512564928   11.69 seconds
1115 Steps   Best: 1512563465   11.69 seconds
1117 Steps   Best: 1512563132   11.70 seconds
1118 Steps   Best: 1512561355   11.70 seconds
1122 Steps   Best: 1512560127   11.72 seconds
1125 Steps   Best: 1512558179   11.72 seconds
1130 Steps   Best: 1512555364   11.74 seconds
1131 Steps   Best: 1512553667   11.74 seconds
1133 Steps   Best: 1512549688   11.75 seconds
1135 Steps   Best: 1512547963   11.76 seconds
1136 Steps   Best: 1512545020   11.76 seconds
1137 Steps   Best: 1512544779   11.76 seconds
1139 Steps   Best: 1512537620   11.77 seconds
1140 Steps   Best: 1512537010   11.77 seconds
1143 Steps   Best: 1512535196   11.78 seconds
1145 Steps   Best: 1512532679   11.78 seconds
1151 Steps   Best: 1512532576   11.79 seconds
1153 Steps   Best: 1512531751   11.81 seconds
1154 Steps   Best: 1512527821   11.81 seconds
1155 Steps   Best: 1512525869   11.81 seconds
1156 Steps   Best: 1512525423   11.81 seconds
1158 Steps   Best: 1512524618   11.82 seconds
1160 Steps   Best: 1512521078   11.83 seconds
1161 Steps   Best: 1512518802   11.83 seconds
1168 Steps   Best: 1512511884   11.87 seconds
1169 Steps   Best: 1512506803   11.87 seconds
1172 Steps   Best: 1512506557   11.88 seconds
1176 Steps   Best: 1512493686   11.90 seconds
1182 Steps   Best: 1512491228   11.91 seconds
1183 Steps   Best: 1512485429   11.91 seconds
1184 Steps   Best: 1512482742   11.92 seconds
1190 Steps   Best: 1512480950   11.93 seconds
1192 Steps   Best: 1512474727   11.93 seconds
1193 Steps   Best: 1512472300   11.94 seconds
1195 Steps   Best: 1512467928   11.94 seconds
1196 Steps   Best: 1512466369   11.95 seconds
1198 Steps   Best: 1512455020   11.96 seconds
1199 Steps   Best: 1512451057   11.96 seconds
1200 Steps   Best: 1512450913   11.96 seconds
1201 Steps   Best: 1512449477   11.96 seconds
1205 Steps   Best: 1512448414   11.97 seconds
1206 Steps   Best: 1512448109   11.98 seconds
1207 Steps   Best: 1512441508   11.98 seconds
1208 Steps   Best: 1512438507   11.99 seconds
1210 Steps   Best: 1512437088   11.99 seconds
1211 Steps   Best: 1512435557   11.99 seconds
1212 Steps   Best: 1512433421   11.99 seconds
1215 Steps   Best: 1512432694   12.00 seconds
1216 Steps   Best: 1512430413   12.01 seconds
1217 Steps   Best: 1512430326   12.01 seconds
1218 Steps   Best: 1512429262   12.02 seconds
1219 Steps   Best: 1512426796   12.02 seconds
1226 Steps   Best: 1512424004   12.03 seconds
1227 Steps   Best: 1512417636   12.04 seconds
1228 Steps   Best: 1512411814   12.05 seconds
1235 Steps   Best: 1512407110   12.06 seconds
1236 Steps   Best: 1512406276   12.06 seconds
1241 Steps   Best: 1512406197   12.08 seconds
1245 Steps   Best: 1512405260   12.09 seconds
1252 Steps   Best: 1512403521   12.12 seconds
1254 Steps   Best: 1512401552   12.13 seconds
1257 Steps   Best: 1512397943   12.14 seconds
1258 Steps   Best: 1512396346   12.14 seconds
1259 Steps   Best: 1512391663   12.15 seconds
1261 Steps   Best: 1512390254   12.15 seconds
1262 Steps   Best: 1512384297   12.15 seconds
1263 Steps   Best: 1512383213   12.15 seconds
1264 Steps   Best: 1512379706   12.16 seconds
1265 Steps   Best: 1512377771   12.16 seconds
1267 Steps   Best: 1512372150   12.16 seconds
1269 Steps   Best: 1512371033   12.17 seconds
1274 Steps   Best: 1512370452   12.19 seconds
1275 Steps   Best: 1512370214   12.20 seconds
1276 Steps   Best: 1512367964   12.20 seconds
1279 Steps   Best: 1512367765   12.21 seconds
1280 Steps   Best: 1512365044   12.21 seconds
1282 Steps   Best: 1512361909   12.22 seconds
1283 Steps   Best: 1512358758   12.22 seconds
1287 Steps   Best: 1512356050   12.24 seconds
1288 Steps   Best: 1512353160   12.24 seconds
1293 Steps   Best: 1512344284   12.26 seconds
1295 Steps   Best: 1512341012   12.26 seconds
1296 Steps   Best: 1512340260   12.27 seconds
1308 Steps   Best: 1512340235   12.29 seconds
1309 Steps   Best: 1512337797   12.30 seconds
1312 Steps   Best: 1512334040   12.30 seconds
1313 Steps   Best: 1512325681   12.30 seconds
1316 Steps   Best: 1512317141   12.31 seconds
1318 Steps   Best: 1512316677   12.32 seconds
1320 Steps   Best: 1512314977   12.32 seconds
1322 Steps   Best: 1512313858   12.33 seconds
1324 Steps   Best: 1512310317   12.34 seconds
1326 Steps   Best: 1512303189   12.34 seconds
1328 Steps   Best: 1512302360   12.35 seconds
1329 Steps   Best: 1512302128   12.35 seconds
1334 Steps   Best: 1512295495   12.37 seconds
1336 Steps   Best: 1512292248   12.38 seconds
1337 Steps   Best: 1512290033   12.38 seconds
1338 Steps   Best: 1512282647   12.38 seconds
1339 Steps   Best: 1512282404   12.39 seconds
1340 Steps   Best: 1512274249   12.39 seconds
1343 Steps   Best: 1512270096   12.40 seconds
1344 Steps   Best: 1512269460   12.40 seconds
1345 Steps   Best: 1512268568   12.40 seconds
1346 Steps   Best: 1512267550   12.41 seconds
1352 Steps   Best: 1512265081   12.43 seconds
1358 Steps   Best: 1512264632   12.44 seconds
1360 Steps   Best: 1512261315   12.45 seconds
1362 Steps   Best: 1512246856   12.46 seconds
1363 Steps   Best: 1512245770   12.46 seconds
1367 Steps   Best: 1512244058   12.47 seconds
1369 Steps   Best: 1512242192   12.48 seconds
1370 Steps   Best: 1512240103   12.48 seconds
1372 Steps   Best: 1512230979   12.49 seconds
1376 Steps   Best: 1512227202   12.51 seconds
1379 Steps   Best: 1512225747   12.52 seconds
1386 Steps   Best: 1512223112   12.55 seconds
1387 Steps   Best: 1512221230   12.55 seconds
1388 Steps   Best: 1512220128   12.56 seconds
1389 Steps   Best: 1512217016   12.56 seconds
1391 Steps   Best: 1512215359   12.56 seconds
1394 Steps   Best: 1512213866   12.57 seconds
1399 Steps   Best: 1512210761   12.59 seconds
1404 Steps   Best: 1512208026   12.60 seconds
1405 Steps   Best: 1512206272   12.60 seconds
1406 Steps   Best: 1512205099   12.60 seconds
1407 Steps   Best: 1512198590   12.61 seconds
1409 Steps   Best: 1512185700   12.61 seconds
1410 Steps   Best: 1512185083   12.62 seconds
1417 Steps   Best: 1512184263   12.64 seconds
1419 Steps   Best: 1512179979   12.65 seconds
1422 Steps   Best: 1512176866   12.65 seconds
1424 Steps   Best: 1512175041   12.66 seconds
1425 Steps   Best: 1512174128   12.66 seconds
1427 Steps   Best: 1512171610   12.66 seconds
1431 Steps   Best: 1512168098   12.67 seconds
1432 Steps   Best: 1512166732   12.67 seconds
1435 Steps   Best: 1512164455   12.68 seconds
1437 Steps   Best: 1512164161   12.69 seconds
1439 Steps   Best: 1512161095   12.70 seconds
1442 Steps   Best: 1512160208   12.71 seconds
1443 Steps   Best: 1512156862   12.71 seconds
1447 Steps   Best: 1512156546   12.73 seconds
1448 Steps   Best: 1512156257   12.73 seconds
1451 Steps   Best: 1512155530   12.73 seconds
1452 Steps   Best: 1512151713   12.74 seconds
1454 Steps   Best: 1512150594   12.75 seconds
1459 Steps   Best: 1512150447   12.76 seconds
1460 Steps   Best: 1512148841   12.76 seconds
1465 Steps   Best: 1512147396   12.78 seconds
1466 Steps   Best: 1512147322   12.79 seconds
1472 Steps   Best: 1512144978   12.81 seconds
1476 Steps   Best: 1512144292   12.82 seconds
1481 Steps   Best: 1512141999   12.84 seconds
1482 Steps   Best: 1512140142   12.85 seconds
1489 Steps   Best: 1512139270   12.87 seconds
1491 Steps   Best: 1512137581   12.87 seconds
1492 Steps   Best: 1512131759   12.88 seconds
1493 Steps   Best: 1512131697   12.88 seconds
1497 Steps   Best: 1512129453   12.89 seconds
1498 Steps   Best: 1512128575   12.89 seconds
1499 Steps   Best: 1512122429   12.90 seconds
1501 Steps   Best: 1512121622   12.90 seconds
1504 Steps   Best: 1512120145   12.92 seconds
1505 Steps   Best: 1512119597   12.92 seconds
1506 Steps   Best: 1512117992   12.92 seconds
1513 Steps   Best: 1512115978   12.95 seconds
1515 Steps   Best: 1512113978   12.96 seconds
1519 Steps   Best: 1512111938   12.97 seconds
1520 Steps   Best: 1512109631   12.98 seconds
1521 Steps   Best: 1512107634   12.98 seconds
1524 Steps   Best: 1512105841   12.99 seconds
1527 Steps   Best: 1512104502   13.00 seconds
1532 Steps   Best: 1512104464   13.02 seconds
1537 Steps   Best: 1512100958   13.04 seconds
1541 Steps   Best: 1512093587   13.05 seconds
1545 Steps   Best: 1512091545   13.06 seconds
1546 Steps   Best: 1512088356   13.07 seconds
1552 Steps   Best: 1512088233   13.08 seconds
1553 Steps   Best: 1512083150   13.09 seconds
1554 Steps   Best: 1512082658   13.09 seconds
1557 Steps   Best: 1512080089   13.10 seconds
1558 Steps   Best: 1512072874   13.10 seconds
1559 Steps   Best: 1512072283   13.10 seconds
1566 Steps   Best: 1512068689   13.14 seconds
1567 Steps   Best: 1512060506   13.14 seconds
1572 Steps   Best: 1512059908   13.16 seconds
1573 Steps   Best: 1512059733   13.16 seconds
1574 Steps   Best: 1512058851   13.16 seconds
1576 Steps   Best: 1512058299   13.16 seconds
1578 Steps   Best: 1512055840   13.17 seconds
1580 Steps   Best: 1512054148   13.18 seconds
1581 Steps   Best: 1512054135   13.18 seconds
1583 Steps   Best: 1512053114   13.19 seconds
1589 Steps   Best: 1512052935   13.21 seconds
1590 Steps   Best: 1512052858   13.21 seconds
1592 Steps   Best: 1512048506   13.22 seconds
1593 Steps   Best: 1512047665   13.23 seconds
1594 Steps   Best: 1512046572   13.23 seconds
1595 Steps   Best: 1512046109   13.24 seconds
1597 Steps   Best: 1512043854   13.24 seconds
1598 Steps   Best: 1512042465   13.24 seconds
1599 Steps   Best: 1512042296   13.25 seconds
1601 Steps   Best: 1512040928   13.25 seconds
1604 Steps   Best: 1512040341   13.26 seconds
1607 Steps   Best: 1512036591   13.28 seconds
1609 Steps   Best: 1512033143   13.29 seconds
1612 Steps   Best: 1512027840   13.31 seconds
1613 Steps   Best: 1512025868   13.31 seconds
1615 Steps   Best: 1512024575   13.32 seconds
1619 Steps   Best: 1512011950   13.35 seconds
1621 Steps   Best: 1512011772   13.35 seconds
1622 Steps   Best: 1512008488   13.35 seconds
1624 Steps   Best: 1512006665   13.36 seconds
1626 Steps   Best: 1512006000   13.36 seconds
1627 Steps   Best: 1512005786   13.37 seconds
1629 Steps   Best: 1511999988   13.38 seconds
1632 Steps   Best: 1511999098   13.39 seconds
1633 Steps   Best: 1511995019   13.39 seconds
1634 Steps   Best: 1511991444   13.40 seconds
1635 Steps   Best: 1511990029   13.40 seconds
1637 Steps   Best: 1511987267   13.40 seconds
1638 Steps   Best: 1511987030   13.41 seconds
1641 Steps   Best: 1511984135   13.42 seconds
1642 Steps   Best: 1511983860   13.42 seconds
1643 Steps   Best: 1511982815   13.43 seconds
1645 Steps   Best: 1511980369   13.43 seconds
1647 Steps   Best: 1511969112   13.44 seconds
1652 Steps   Best: 1511967777   13.45 seconds
1655 Steps   Best: 1511964975   13.46 seconds
1657 Steps   Best: 1511964823   13.47 seconds
1658 Steps   Best: 1511962242   13.47 seconds
1659 Steps   Best: 1511958394   13.47 seconds
1662 Steps   Best: 1511957524   13.48 seconds
1663 Steps   Best: 1511953521   13.48 seconds
1668 Steps   Best: 1511951300   13.49 seconds
1669 Steps   Best: 1511943957   13.49 seconds
1671 Steps   Best: 1511943885   13.50 seconds
1673 Steps   Best: 1511939561   13.50 seconds
1674 Steps   Best: 1511933497   13.51 seconds
1675 Steps   Best: 1511932995   13.51 seconds
1676 Steps   Best: 1511930363   13.51 seconds
1680 Steps   Best: 1511927254   13.52 seconds
1682 Steps   Best: 1511926575   13.53 seconds
1683 Steps   Best: 1511924206   13.54 seconds
1684 Steps   Best: 1511923277   13.54 seconds
1688 Steps   Best: 1511922714   13.56 seconds
1694 Steps   Best: 1511921335   13.59 seconds
1699 Steps   Best: 1511921260   13.60 seconds
1700 Steps   Best: 1511918299   13.61 seconds
1702 Steps   Best: 1511913167   13.61 seconds
1706 Steps   Best: 1511912196   13.63 seconds
1709 Steps   Best: 1511902758   13.64 seconds
1719 Steps   Best: 1511895596   13.67 seconds
1720 Steps   Best: 1511895311   13.67 seconds
1721 Steps   Best: 1511891473   13.68 seconds
1722 Steps   Best: 1511889141   13.68 seconds
1723 Steps   Best: 1511888782   13.69 seconds
1725 Steps   Best: 1511886713   13.69 seconds
1726 Steps   Best: 1511884586   13.70 seconds
1727 Steps   Best: 1511878183   13.70 seconds
1730 Steps   Best: 1511872458   13.72 seconds
1735 Steps   Best: 1511872068   13.74 seconds
1736 Steps   Best: 1511855638   13.74 seconds
1737 Steps   Best: 1511845201   13.75 seconds
1739 Steps   Best: 1511844829   13.75 seconds
1741 Steps   Best: 1511843194   13.76 seconds
1745 Steps   Best: 1511842050   13.76 seconds
1746 Steps   Best: 1511840691   13.77 seconds
1750 Steps   Best: 1511839785   13.78 seconds
1756 Steps   Best: 1511837761   13.79 seconds
1757 Steps   Best: 1511834392   13.79 seconds
1758 Steps   Best: 1511826583   13.80 seconds
1759 Steps   Best: 1511818894   13.80 seconds
1760 Steps   Best: 1511816443   13.80 seconds
1762 Steps   Best: 1511815215   13.81 seconds
1767 Steps   Best: 1511814399   13.82 seconds
1773 Steps   Best: 1511797604   13.85 seconds
1777 Steps   Best: 1511797328   13.85 seconds
1780 Steps   Best: 1511794108   13.87 seconds
1781 Steps   Best: 1511793878   13.88 seconds
1785 Steps   Best: 1511789636   13.89 seconds
1786 Steps   Best: 1511789326   13.89 seconds
1788 Steps   Best: 1511788274   13.90 seconds
1792 Steps   Best: 1511787495   13.92 seconds
1793 Steps   Best: 1511776101   13.93 seconds
1794 Steps   Best: 1511773786   13.93 seconds
1797 Steps   Best: 1511772303   13.93 seconds
1798 Steps   Best: 1511767611   13.94 seconds
1801 Steps   Best: 1511764895   13.94 seconds
1804 Steps   Best: 1511761489   13.95 seconds
1805 Steps   Best: 1511758283   13.95 seconds
1806 Steps   Best: 1511756714   13.96 seconds
1809 Steps   Best: 1511755706   13.96 seconds
1810 Steps   Best: 1511751430   13.97 seconds
1813 Steps   Best: 1511750447   13.97 seconds
1814 Steps   Best: 1511750370   13.98 seconds
1819 Steps   Best: 1511749841   13.99 seconds
1820 Steps   Best: 1511748269   14.00 seconds
1821 Steps   Best: 1511746028   14.00 seconds
1824 Steps   Best: 1511742678   14.02 seconds
1825 Steps   Best: 1511742670   14.02 seconds
1827 Steps   Best: 1511741086   14.02 seconds
1829 Steps   Best: 1511739492   14.03 seconds
1831 Steps   Best: 1511738754   14.03 seconds
1834 Steps   Best: 1511738223   14.04 seconds
1835 Steps   Best: 1511737803   14.04 seconds
1844 Steps   Best: 1511734455   14.08 seconds
1845 Steps   Best: 1511731177   14.09 seconds
1847 Steps   Best: 1511728008   14.09 seconds
1848 Steps   Best: 1511718738   14.10 seconds
1849 Steps   Best: 1511711004   14.10 seconds
1854 Steps   Best: 1511706067   14.13 seconds
1857 Steps   Best: 1511704917   14.13 seconds
1858 Steps   Best: 1511697240   14.14 seconds
1864 Steps   Best: 1511695597   14.15 seconds
1865 Steps   Best: 1511695351   14.15 seconds
1867 Steps   Best: 1511694641   14.16 seconds
1869 Steps   Best: 1511691777   14.16 seconds
1870 Steps   Best: 1511691295   14.17 seconds
1872 Steps   Best: 1511685090   14.17 seconds
1874 Steps   Best: 1511682539   14.19 seconds
1877 Steps   Best: 1511680141   14.19 seconds
1878 Steps   Best: 1511678577   14.19 seconds
1880 Steps   Best: 1511677184   14.20 seconds
1884 Steps   Best: 1511675051   14.24 seconds
1892 Steps   Best: 1511673914   14.25 seconds
1893 Steps   Best: 1511669570   14.26 seconds
1897 Steps   Best: 1511669462   14.27 seconds
1898 Steps   Best: 1511669037   14.28 seconds
1899 Steps   Best: 1511667980   14.28 seconds
1903 Steps   Best: 1511665658   14.30 seconds
1904 Steps   Best: 1511657844   14.30 seconds
1906 Steps   Best: 1511655341   14.32 seconds
1911 Steps   Best: 1511652956   14.33 seconds
1912 Steps   Best: 1511652129   14.34 seconds
1914 Steps   Best: 1511649759   14.34 seconds
1915 Steps   Best: 1511645195   14.35 seconds
1919 Steps   Best: 1511636571   14.36 seconds
1921 Steps   Best: 1511635185   14.36 seconds
1922 Steps   Best: 1511631241   14.37 seconds
1925 Steps   Best: 1511630241   14.38 seconds
1926 Steps   Best: 1511629718   14.38 seconds
1927 Steps   Best: 1511624459   14.39 seconds
1929 Steps   Best: 1511624389   14.39 seconds
1930 Steps   Best: 1511620803   14.39 seconds
1933 Steps   Best: 1511619247   14.40 seconds
1941 Steps   Best: 1511614743   14.44 seconds
1944 Steps   Best: 1511614387   14.44 seconds
1946 Steps   Best: 1511609273   14.45 seconds
1948 Steps   Best: 1511607022   14.45 seconds
1949 Steps   Best: 1511606268   14.45 seconds
1951 Steps   Best: 1511603273   14.46 seconds
1954 Steps   Best: 1511602912   14.48 seconds
1957 Steps   Best: 1511594510   14.48 seconds
1961 Steps   Best: 1511594107   14.49 seconds
1964 Steps   Best: 1511593351   14.50 seconds
1967 Steps   Best: 1511591061   14.51 seconds
1968 Steps   Best: 1511590947   14.51 seconds
1969 Steps   Best: 1511587484   14.51 seconds
1971 Steps   Best: 1511585923   14.52 seconds
1973 Steps   Best: 1511580659   14.53 seconds
1975 Steps   Best: 1511579930   14.53 seconds
1978 Steps   Best: 1511573775   14.55 seconds
1980 Steps   Best: 1511572755   14.55 seconds
1981 Steps   Best: 1511566323   14.56 seconds
1983 Steps   Best: 1511561968   14.57 seconds
1984 Steps   Best: 1511560357   14.58 seconds
1987 Steps   Best: 1511558000   14.59 seconds
1988 Steps   Best: 1511556705   14.59 seconds
1991 Steps   Best: 1511555677   14.60 seconds
1993 Steps   Best: 1511548058   14.61 seconds
